,commune_id,commune_name,tranche,nb_foyers,revenue_reference,impot net,nb_foyers_imposes,revenue_reference_impose,nb_foyers_salaire,montant_salaire,nb_foyers_retraite,montant_retraite
,321,Valergues,0 à 10 000,201,n.c.,n.c.,n.c.,n.c.,75,539,61,505
,321,Valergues,10 001 à 12 000,49,n.c.,n.c.,n.c.,n.c.,35,407,n.c.,n.c.
,321,Valergues,12 001 à 15 000,74,991,-5,n.c.,n.c.,52,807,20,330
,321,Valergues,15 001 à 20 000,199,"3,464",4,67,"1,212",149,"2,971",55,"1,035"
,321,Valergues,20 001 à 30 000,256,"6,263",98,135,"3,295",177,"4,539",94,"2,310"
,321,Valergues,30 001 à 50 000,250,"9,654",308,179,"7,075",189,"7,380",89,"2,758"
,321,Valergues,50 001 à 100 000,208,"13,612","1,001",196,"12,916",178,"10,910",50,"2,008"
,321,Valergues,+ de 100 000,25,"3,921",623,n.c.,n.c.,23,"2,034",n.c.,n.c.
,321,Valergues,Total,"1,262","39,318","2,023",608,"28,467",878,"29,587",390,"9,511"
,322,Valflaunès,Total,434,"16,006","1,078",244,"12,448",278,"10,234",166,"4,922"
,323,Valmascle,Total,38,690,24,13,387,20,413,19,382
,324,Valras-Plage,0 à 10 000,883,"4,056",-43,12,64,290,"1,895",393,"3,423"
,324,Valras-Plage,10 001 à 12 000,239,"2,634",-15,n.c.,n.c.,110,"1,249",140,"1,983"
,324,Valras-Plage,12 001 à 15 000,294,"3,903",-12,n.c.,n.c.,159,"2,288",144,"2,288"
,324,Valras-Plage,15 001 à 20 000,699,"12,174",36,254,"4,607",328,"6,000",404,"7,931"
,324,Valras-Plage,20 001 à 30 000,797,"19,603",393,445,"10,875",305,"7,378",555,"14,078"
,324,Valras-Plage,30 001 à 50 000,640,"24,011","1,072",514,"19,610",223,"7,201",489,"17,323"
,324,Valras-Plage,50 001 à 100 000,211,"13,586","1,221",n.c.,n.c.,94,"4,545",141,"6,957"
,324,Valras-Plage,+ de 100 000,38,"6,164","1,045",n.c.,n.c.,17,920,21,734
,324,Valras-Plage,Total,"3,801","86,131","3,696","1,471","54,556","1,526","31,474","2,287","54,718"
,325,Valros,0 à 10 000,203,962,-17,n.c.,n.c.,80,492,81,701
,325,Valros,10 001 à 12 000,55,612,-12,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,325,Valros,12 001 à 15 000,86,"1,151",-5,n.c.,n.c.,55,847,32,481
,325,Valros,15 001 à 20 000,180,"3,134",-16,49,896,109,"2,030",79,"1,551"
,325,Valros,20 001 à 30 000,198,"4,840",42,97,"2,405",117,"3,014",90,"2,248"
,325,Valros,30 001 à 50 000,193,"7,455",191,132,"5,220",124,"5,038",93,"2,980"
,325,Valros,50 001 à 100 000,96,"6,039",363,82,"5,242",77,"4,248",34,"1,287"
,325,Valros,+ de 100 000,11,"1,655",268,n.c.,n.c.,n.c.,n.c.,n.c.,n.c.
,325,Valros,Total,"1,022","25,847",814,374,"15,328",603,"16,691",439,"9,798"
,326,Vélieux,Total,46,950,81,n.c.,n.c.,18,546,23,406
,327,Vendargues,0 à 10 000,640,"2,663",-34,12,64,267,"1,672",181,"1,493"
,327,Vendargues,10 001 à 12 000,183,"2,026",-5,n.c.,n.c.,118,"1,434",66,943
,327,Vendargues,12 001 à 15 000,283,"3,816",-6,n.c.,n.c.,216,"3,242",68,"1,021"
,327,Vendargues,15 001 à 20 000,708,"12,346",33,241,"4,409",533,"10,349",191,"3,651"
,327,Vendargues,20 001 à 30 000,865,"21,230",443,518,"12,699",623,"16,100",283,"7,042"
,327,Vendargues,30 001 à 50 000,864,"33,476","1,247",647,"25,407",619,"23,947",330,"11,288"
,327,Vendargues,50 001 à 100 000,655,"43,872","3,304",595,"40,273",549,"35,911",152,"6,583"
,327,Vendargues,+ de 100 000,132,"28,181","5,129",n.c.,n.c.,119,"14,825",23,"1,337"
,327,Vendargues,Total,"4,330","147,610","10,110","2,154","110,861","3,044","107,480","1,294","33,359"
,328,Vendémian,Total,678,"17,139",568,250,"10,289",453,"13,584",232,"5,236"
,329,Vendres,0 à 10 000,319,"1,558",-17,n.c.,n.c.,132,839,122,"1,100"
,329,Vendres,10 001 à 12 000,88,972,-5,n.c.,n.c.,45,558,n.c.,n.c.
,329,Vendres,12 001 à 15 000,147,"1,961",-5,n.c.,n.c.,92,"1,478",51,790
,329,Vendres,15 001 à 20 000,283,"4,931",16,88,"1,593",186,"3,468",109,"2,083"
,329,Vendres,20 001 à 30 000,327,"7,928",149,172,"4,152",183,"4,572",162,"4,085"
,329,Vendres,30 001 à 50 000,352,"13,569",468,251,"9,871",221,"8,232",172,"5,796"
,329,Vendres,50 001 à 100 000,142,"9,226",696,n.c.,n.c.,114,"6,506",54,"1,884"
,329,Vendres,+ de 100 000,18,"4,574",912,n.c.,n.c.,14,"1,561",n.c.,n.c.
,329,Vendres,Total,"1,676","44,719","2,214",671,"28,875",987,"27,213",716,"16,517"
,331,Verreries-de-Moussans,Total,65,"1,098",13,16,462,25,506,35,634
,332,Vias,0 à 10 000,"1,101","4,380",-24,17,99,386,"2,418",397,"3,309"
,332,Vias,10 001 à 12 000,244,"2,684",-21,n.c.,n.c.,125,"1,485",127,"1,764"
,332,Vias,12 001 à 15 000,384,"5,144",-13,n.c.,n.c.,255,"3,753",135,"2,140"
,332,Vias,15 001 à 20 000,731,"12,718",27,229,"4,162",455,"8,443",309,"5,928"
,332,Vias,20 001 à 30 000,774,"18,703",315,382,"9,214",435,"10,668",384,"9,371"
,332,Vias,30 001 à 50 000,716,"27,056",964,525,"20,207",373,"12,864",419,"14,403"
,332,Vias,50 001 à 100 000,256,"16,424","1,309",244,"15,700",156,"8,347",127,"5,710"
,332,Vias,+ de 100 000,47,"7,598","1,717",n.c.,n.c.,40,"3,275",14,479
,332,Vias,Total,"4,253","94,706","4,274","1,455","57,119","2,225","51,253","1,912","43,104"
,333,Vic-la-Gardiole,0 à 10 000,427,"1,942",-22,n.c.,n.c.,184,"1,245",122,"1,134"
,333,Vic-la-Gardiole,10 001 à 12 000,131,"1,450",-13,n.c.,n.c.,93,"1,170",n.c.,n.c.
,333,Vic-la-Gardiole,12 001 à 15 000,210,"2,832",-13,n.c.,n.c.,160,"2,457",54,820
,333,Vic-la-Gardiole,15 001 à 20 000,435,"7,640",31,178,"3,237",297,"5,871",140,"2,664"
,333,Vic-la-Gardiole,20 001 à 30 000,542,"13,226",296,317,"7,795",385,"10,055",193,"4,685"
,333,Vic-la-Gardiole,30 001 à 50 000,439,"16,709",689,330,"12,809",295,"10,999",184,"5,986"
,333,Vic-la-Gardiole,50 001 à 100 000,193,"12,777","1,031",182,"12,116",154,"8,823",63,"2,699"
,333,Vic-la-Gardiole,+ de 100 000,39,"8,233","1,360",n.c.,n.c.,30,"2,943",n.c.,n.c.
,333,Vic-la-Gardiole,Total,"2,416","64,807","3,358","1,048","43,914","1,598","43,562",809,"19,088"
,334,Vieussan,Total,169,"2,919",90,46,"1,725",64,"1,184",79,"1,752"
,335,Villemagne-l'Argentière,Total,260,"6,765",282,104,"4,250",131,"3,403",132,"3,288"
,336,Villeneuve-lès-Béziers,0 à 10 000,790,"3,224",-27,n.c.,n.c.,290,"1,781",277,"2,331"
,336,Villeneuve-lès-Béziers,10 001 à 12 000,167,"1,837",-6,n.c.,n.c.,89,"1,021",77,"1,099"
,336,Villeneuve-lès-Béziers,12 001 à 15 000,227,"3,061",-13,n.c.,n.c.,169,"2,418",70,"1,020"
,336,Villeneuve-lès-Béziers,15 001 à 20 000,537,"9,341",23,177,"3,222",358,"6,829",192,"3,694"
,336,Villeneuve-lès-Béziers,20 001 à 30 000,555,"13,404",240,299,"7,203",355,"8,800",237,"5,790"
,336,Villeneuve-lès-Béziers,30 001 à 50 000,494,"19,062",674,379,"14,793",305,"11,230",246,"8,152"
,336,Villeneuve-lès-Béziers,50 001 à 100 000,180,"11,487",920,162,"10,401",125,"6,686",71,"3,216"
,336,Villeneuve-lès-Béziers,+ de 100 000,35,"7,747","1,234",n.c.,n.c.,24,"1,910",14,623
,336,Villeneuve-lès-Béziers,Total,"2,985","69,164","3,045","1,066","43,372","1,715","40,674","1,184","25,926"
,337,Villeneuve-lès-Maguelone,0 à 10 000,"1,247","5,026",-18,21,114,565,"3,617",302,"2,668"
,337,Villeneuve-lès-Maguelone,10 001 à 12 000,272,"2,978",-23,n.c.,n.c.,174,"2,058",107,"1,494"
,337,Villeneuve-lès-Maguelone,12 001 à 15 000,392,"5,247",-10,n.c.,n.c.,287,"4,193",116,"1,751"
,337,Villeneuve-lès-Maguelone,15 001 à 20 000,867,"15,138",48,310,"5,614",625,"11,867",259,"4,972"
,337,Villeneuve-lès-Maguelone,20 001 à 30 000,"1,129","27,458",549,644,"15,754",756,"19,618",419,"10,449"
,337,Villeneuve-lès-Maguelone,30 001 à 50 000,"1,112","42,939","1,660",842,"32,940",747,"28,574",468,"15,846"
,337,Villeneuve-lès-Maguelone,50 001 à 100 000,690,"45,441","3,420",640,"42,424",537,"34,609",220,"9,783"
,337,Villeneuve-lès-Maguelone,+ de 100 000,142,"24,297","3,303",n.c.,n.c.,122,"12,264",26,"1,176"
,337,Villeneuve-lès-Maguelone,Total,"5,851","168,523","8,929","2,606","121,036","3,813","116,799","1,917","48,140"
,338,Villeneuvette,Total,50,"1,379",120,23,"1,041",21,700,21,515
,339,Villespassans,Total,113,"2,558",73,39,"1,470",63,"1,489",52,"1,105"
,340,Villetelle,Total,988,"38,730","2,731",521,"30,614",738,"26,866",281,"7,520"
,341,Villeveyrac,0 à 10 000,404,"1,823",-30,n.c.,n.c.,174,"1,228",132,"1,073"
,341,Villeveyrac,10 001 à 12 000,101,"1,116",-4,n.c.,n.c.,72,923,n.c.,n.c.
,341,Villeveyrac,12 001 à 15 000,178,"2,393",-11,n.c.,n.c.,139,"2,101",46,681
,341,Villeveyrac,15 001 à 20 000,366,"6,394",0,94,"1,714",272,"5,422",103,"1,977"
,341,Villeveyrac,20 001 à 30 000,429,"10,351",156,206,"4,944",287,"7,490",157,"3,751"
,341,Villeveyrac,30 001 à 50 000,484,"18,714",509,317,"12,533",360,"14,518",171,"5,351"
,341,Villeveyrac,50 001 à 100 000,243,"15,972","1,140",226,"15,001",205,"13,014",65,"2,495"
,341,Villeveyrac,+ de 100 000,32,"5,568",835,n.c.,n.c.,28,"2,561",n.c.,n.c.
,341,Villeveyrac,Total,"2,237","62,331","2,594",888,"39,861","1,537","47,256",708,"15,974"
,342,Viols-en-Laval,Total,144,"5,097",408,77,"4,076",87,"3,003",55,"1,790"
,343,Viols-le-Fort,Total,701,"23,420","1,219",336,"17,790",467,"15,165",228,"5,253"
,344,La Grande-Motte,0 à 10 000,"1,704","6,922",-39,26,146,610,"3,729",626,"5,031"
,344,La Grande-Motte,10 001 à 12 000,438,"4,823",-9,n.c.,n.c.,233,"2,804",199,"2,829"
,344,La Grande-Motte,12 001 à 15 000,613,"8,222",-26,12,160,412,"6,264",209,"3,319"
,344,La Grande-Motte,15 001 à 20 000,"1,318","23,039",58,503,"9,155",750,"14,251",612,"11,847"
,344,La Grande-Motte,20 001 à 30 000,"1,628","39,457","1,075","1,124","27,341",889,"22,168",829,"20,660"
,344,La Grande-Motte,30 001 à 50 000,"1,436","54,451","2,979","1,199","45,828",605,"21,072",935,"33,755"
,344,La Grande-Motte,50 001 à 100 000,829,"55,307","5,483",798,"53,377",392,"23,250",505,"27,140"
,344,La Grande-Motte,+ de 100 000,261,"60,352","11,052",n.c.,n.c.,176,"23,570",123,"7,881"
,344,La Grande-Motte,Total,"8,227","252,573","20,573","3,928","195,866","4,067","117,108","4,038","112,462"
